0: 783,257,132,514,543,17
956: 661,160,588,285,219,902,410
957: 958,360,323,220,935,354
958: 957,323,473,431,220,843
959: 150,419,617,944,7,536,917
960: 392,539,446,769,492,221
961: 758,88,501,854,356,619
962: 178,807,486,760,701,295
963: 863,193,90,357,258,6
964: 666,656,487,288,223,370
965: 643,358,61,751,931,496
966: 626,224,30,737
967: 621,459,1015,359,214
968: 46,60,225,16,480,573
969: 53,236,716,845,886,360
970: 342,866,1009,226,368,425
971: 674,361,709,77
972: 618,320,868,384,421,227
973: 321,450,707,347,362,89
974: 388,228,616,277,32,636
975: 513,625,527,363,260,547
976: 221,364,805,62,696,446
977: 889,229,512,481,700,1019
978: 844,599,90,258,517,365
979: 267,434,883,166,230,328
980: 366,933,798,75,575,270
981: 231,1012,291,557,213,945
982: 367,222,357,73,819,186
983: 82,609,608,276,232,148
984: 386,297,775,31,96,630
985: 200,426,895,796,233,622
986: 341,103,922,24,607,208,369
987: 824,825,234,874,507,187
988: 369,250,846,370,941,63
989: 314,480,793,416,235,16
990: 85,636,326,371,865,831
991: 473,220,236,613,174,773
992: 372,122,206,495,224
993: 618,237,505,826,493
994: 464,748,373,1018,252,848
995: 702,892,455,726,722,238
996: 131,411,591,374,33,268
997: 881,427,239,197,330,888
998: 154,251,375,217,946
999: 560,138,304,645,390,240
1000: 215,949,123,653,667,432
1001: 376,785,422,623,93,611
1002: 242,432,7,667,436,617
1003: 847,556,857,736,460,243
1004: 64,489,377,506,128
1005: 244,801,356,88,839,483
1006: 291,557,399,679,682,378
1007: 579,466,755,406,696,245
1008: 246,842,639,707,710,89
1009: 713,379,775,368,425,970
1010: 849,714,452,183,499,126
1011: 454,437,453,248,178,706
1012: 291,981,213,533,10,380
1013: 249,763,203,670,289
1014: 381,155,639,172,467,784
1015: 250,893,341,922,967,214
1016: 251,741,462,746
1017: 173,731,470,382,606,417
1018: 252,464,994,835,122,929
1019: 977,229,481,794,383,393
1020: 125,826,936,245,253,755
1021: 688,611,827,418,686,44
1022: 665,161,135,254,545
1023: 695,771,167,677,255,663
1024: 96,857,177,256,386,552
