0: 514,543,783,17,257,132
951: 242,351,278,620,49,759
952: 314,217,946,349,793
953: 218,5,353,316,79,802
954: 81,559,267,820,614,352
955: 528,5,353,592,34,699
956: 410,160,661,588,219,285,902
957: 958,323,220,360,935,354
958: 323,473,431,220,957,843
959: 150,536,419,617,944,7
960: 221,539,446,492,769,392
961: 88,356,758,501,619,854
962: 486,701,295,807,178,760
963: 90,193,357,863,6,258
964: 666,656,288,223,487,370
965: 643,358,61,496,751,931
966: 626,30,737,224
967: 621,459,1015,359,214
968: 573,46,480,16,225,60
969: 53,236,716,845,886,360
970: 425,342,866,226,368,1009
971: 709,77,361
972: 618,868,320,384,227,421
973: 89,707,450,362,347,321
974: 228,32,636,277,388,616
975: 625,527,547,260,513,363
976: 364,62,221,446,696,805
977: 889,229,512,700,1019,481
978: 599,365,90,844,258,517
979: 328,883,166,230,267,434
980: 75,575,270,366,798,933
981: 231,945,1012,213,557,291
982: 186,357,819,73,222,367
983: 82,608,276,232,609,148
984: 630,775,31,368,96,297,386
985: 233,796,895,200,426,622
986: 341,922,24,208,607,369
987: 824,234,187,825,507,874
988: 369,250,846,63,941,370
989: 16,416,793,235,314,480
990: 636,371,865,85,326,831,590
991: 174,473,220,236,613,773
992: 224,122,206,495,372
993: 618,493,826,505,868,237
994: 252,464,848,1018,748,373
995: 455,702,892,722,726,238
996: 411,591,131,374,268,33
997: 239,888,427,330,197,881
998: 217,251,946,375,154
999: 645,560,390,240,138,304
1000: 215,949,123,653,667,432
1001: 422,376,785,611,623,93
1002: 242,432,7,667,436,617
1003: 847,556,243,857,460,736
1004: 128,506,377,64,489
1005: 244,801,88,483,356,839
1006: 682,557,378,399,291,679
1007: 245,579,696,406,466,755
1008: 89,246,707,639,842,710
1009: 775,368,379,713,425,970
1010: 849,499,247,452,126,714,183
1011: 437,453,706,178,248,454
1012: 380,213,533,981,291,10
1013: 763,203,670,289,249
1014: 155,639,381,784,172,467
1015: 893,214,922,250,967
1016: 251,746,741,462
1017: 731,382,173,470,606,417
1018: 252,464,994,929,835,122
1019: 977,229,481,794,383,393
1020: 936,125,245,755,253,826
1021: 418,827,44,611,688,686
1022: 254,665,685,545,161,135
1023: 695,167,771,255,677,663
1024: 177,552,857,256,96,386
