tool,run_id,dx_um,dt_min,average_source,center_source,resolution_label,timestep,average_uM,center_uM
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,4.89,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,4.9,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,4.91,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,4.92,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,4.93,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,4.94,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,4.95,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,4.96,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,4.97,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,4.98,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,4.99,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.0,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.01,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.02,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.03,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.04,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.05,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.06,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.07,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.08,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.09,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.1,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.11,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.12,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.13,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.14,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.15,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.16,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.17,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.18,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.19,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.2,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.21,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.22,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.23,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.24,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.25,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.26,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.27,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.28,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.29,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.3,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.31,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.32,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.33,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.34,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.35,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.36,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.37,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.38,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.39,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.4,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.41,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.42,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.43,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.44,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.45,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.46,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.47,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.48,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.49,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.5,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.51,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.52,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.53,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.54,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.55,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.56,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.57,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.58,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.59,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.6,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.61,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.62,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.63,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.64,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.65,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.66,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.67,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.68,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.69,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.7,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.71,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.72,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.73,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.74,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.75,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.76,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.77,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.78,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.79,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.8,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.81,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.82,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.83,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.84,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.85,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.86,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.87,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.88,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.89,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.9,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.91,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.92,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.93,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.94,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.95,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.96,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.97,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.98,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,5.99,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.0,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.01,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.02,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.03,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.04,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.05,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.06,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.07,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.08,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.09,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.1,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.11,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.12,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.13,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.14,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.15,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.16,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.17,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.18,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.19,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.2,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.21,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.22,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.23,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.24,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.25,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.26,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.27,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.28,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.29,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.3,9.978038696856213,9.40704481511778
PhysiCell,PhysiCell_dx_20um_single_sink,20.0,0.01,mean over all voxels from microenvironment[4],single voxel nearest the origin from microenvironment[4],voxel size=20 um,6.31,9.978038696856213,9.40704481511778
