65	 -4.99171, 0, 0	 5.00825, 0, 0
66	 -4.99171, 0, 0	 5.00826, 0, 0
67	 -4.99171, 0, 0	 5.00826, 0, 0
68	 -4.99171, 0, 0	 5.00826, 0, 0
69	 -4.99171, 0, 0	 5.00826, 0, 0
70	 -4.99171, 0, 0	 5.00826, 0, 0
71	 -4.99171, 0, 0	 5.00826, 0, 0
72	 -4.99171, 0, 0	 5.00826, 0, 0
73	 -4.99171, 0, 0	 5.00826, 0, 0
74	 -4.99171, 0, 0	 5.00826, 0, 0
75	 -4.99171, 0, 0	 5.00826, 0, 0
76	 -4.99171, 0, 0	 5.00826, 0, 0
77	 -4.99171, 0, 0	 5.00826, 0, 0
78	 -4.99171, 0, 0	 5.00826, 0, 0
79	 -4.99171, 0, 0	 5.00826, 0, 0
80	 -4.99171, 0, 0	 5.00826, 0, 0
81	 -4.99171, 0, 0	 5.00826, 0, 0
82	 -4.99171, 0, 0	 5.00826, 0, 0
83	 -4.99172, 0, 0	 5.00826, 0, 0
84	 -4.99172, 0, 0	 5.00826, 0, 0
85	 -4.99172, 0, 0	 5.00826, 0, 0
86	 -4.99172, 0, 0	 5.00826, 0, 0
87	 -4.99172, 0, 0	 5.00826, 0, 0
88	 -4.99172, 0, 0	 5.00826, 0, 0
89	 -4.99172, 0, 0	 5.00826, 0, 0
90	 -4.99172, 0, 0	 5.00826, 0, 0
91	 -4.99172, 0, 0	 5.00826, 0, 0
92	 -4.99172, 0, 0	 5.00826, 0, 0
93	 -4.99172, 0, 0	 5.00826, 0, 0
94	 -4.99172, 0, 0	 5.00826, 0, 0
95	 -4.99172, 0, 0	 5.00826, 0, 0
96	 -4.99172, 0, 0	 5.00826, 0, 0
97	 -4.99172, 0, 0	 5.00827, 0, 0
98	 -4.99172, 0, 0	 5.00827, 0, 0
99	 -4.99172, 0, 0	 5.00827, 0, 0
100	 -4.99172, 0, 0	 5.00827, 0, 0
101	 -4.99172, 0, 0	 5.00827, 0, 0
102	 -4.99172, 0, 0	 5.00827, 0, 0
