0: 12,95,245,291,1,70,4,13,292,20,24,101
54: 11,48,49,72,192,77,8,172,171,14,205,53
55: 15,74,56,78,203,258,210,107,202,427,250,420
56: 55,60,203,258,210,215,427,178,179
57: 176,185,181,212,58,180,52,80,211,17,204,205,16,53
58: 182,185,181,218,62,57,212,409,219,17,429,213
59: 214,82,182,218,219,213
60: 259,56,210,211,441,183,179,217,216,220
61: 429,16,85,62,402,217,259,211,222,86,221
62: 218,409,58,219,429,61,222,86
63: 228,274,68,415,275,223,189,229
64: 186,223,224,230,231,190,42,69,189,411,229,96,416
65: 42,47,1,96,70,416,231,238,191,232,422
66: 11,238,10,67,72,193,98,232,93,97,226,278,92
67: 66,72,193,93,227,278,233,279,234,240
68: 228,281,235,274,63,9,94,229,236,243,89,19
69: 9,42,189,411,229,236,237,244,416,46,195,64
70: 95,1,96,0,90,65,277,238,10,4,422,283,20,2,285
71: 11,48,4,8,76,245,47,1,204,205,53
72: 11,49,54,66,67,193,98,77,232,239,241,240
73: 194,235,50,45,236,244,243,208,201,22,74,78,202
74: 15,55,3,78,252,203,202,73,12,244,243,51
75: 29,17,204,300,205,5,246,81,53,245,76,13,79,252,80
76: 11,4,71,293,245,29,75,205,5,246,53
77: 49,54,72,239,199,200,241,247,240,14,207
78: 15,74,55,3,435,73,243,208,22,290,420
79: 259,251,252,80,210,299,6,75,300,16,81,85
80: 79,252,203,210,211,179,52,57,75,204,16
81: 6,29,75,17,300,429,16,260,253,85,79,86,308,301,109
82: 59,254,214,255,430,207,247,14,246,213,253
83: 256,250,257,417,441,263
84: 264,403,311,263,312,220
85: 6,429,16,81,61,259,79,251,265,266,86,221,308
86: 267,222,266,62,219,429,260,81,85,61
87: 302,260,254,262,261,267,315,309,110,310
88: 225,272,224,271,268
89: 322,282,330,281,274,68,94,117,122,337,323,19
90: 95,96,70,230,277,276,284,283,324,19,2
91: 18,320,278,272,10,92,2,119,326,120,285
92: 326,120,21,125,285,278,10,66,98,93,97,121,91
93: 66,67,98,278,279,234,286,121,92,280
94: 9,291,243,281,235,68,290,3,89,282,122,337,19,100
95: 9,291,1,96,70,0,90,416,292,283,19
96: 95,70,90,416,65,230,231,64,277,422
97: 11,238,10,66,4,98,293,92,20,33,339,21,285
98: 11,104,66,72,293,93,239,97,241,286,92,21
99: 297,343,289,336,288,298,290,405,435,282,23,100
100: 23,101,132,94,291,290,27,3,127,337,99
101: 102,24,37,128,100,291,0,27,13,3,292,127,7
102: 24,108,37,101,438,27,13,299,300
103: 29,246,253,434,104,293,239,247,430,26
104: 98,293,239,295,241,286,103,434,21,412,126,428,26,294
105: 248,255,303,295,296,349,294
106: 23,352,112,298,257,107,305,435,350,304,111,306,351
107: 15,27,55,251,258,305,299,417,435,257,420,106,112
108: 102,345,112,423,438,251,299,6,307,30,306,113
109: 301,135,28,30,25,110,354,6,29,302,300,81,308
110: 301,135,309,30,109,136,141,354,302,260,87,315,308,114
111: 357,306,351,257,305,311,263,304,106
112: 106,108,37,23,345,352,27,107,305,299,306
113: 358,313,396,306,307,108,353,345,160,423,139,30,413
114: 361,439,314,315,116,308,30,110
115: 309,141,356,310,361,355
116: 314,308,6,312,265,307,30,313,359,114,316,439
117: 323,324,19,275,274,317,276,89,322
118: 362,318,317,276,325,284,366,365,31,124,323,324
119: 2,326,333,32,144,367,285,325,18,364,320,91,124
120: 92,334,326,125,144,121,321,320,368,424,91,433,327
121: 321,273,278,279,93,92,120,280,328,433
122: 292,31,127,123,145,337,323,324,331,19,94,89,330
123: 292,31,127,34,7,122,124,332,324,372,331
124: 31,123,142,283,332,324,331,325,284,118,2,119,333,32,367
125: 92,334,33,326,36,120,21,433,126,428
126: 412,428,104,341,36,21,125,342
127: 292,34,7,122,123,337,331,128,101,100,132,133,338
128: 24,37,101,133,346,40,438,127,34,7,129,35
129: 20,33,339,130,7,373,24,128,40,35,39,340
130: 129,33,374,36,154,153,39,340
131: 376,341,36,154,375,383,149,382
132: 23,385,100,133,378,338,377,127,337,343,336,384,344
133: 37,23,128,151,385,345,386,132,346,338,127,34
134: 163,392,436,353,151,386,346,38,419,387,157,393
135: 301,26,109,136,25,110,347,354,29,302
136: 135,309,26,141,395,110,348,302,303,356,349,390,310
137: 350,401,344,352,391,138,351
138: 357,358,306,351,352,391,160,137
139: 28,419,394,353,396,113,398,397,413,161
140: 361,398,360,413,355,439,141,394,354
141: 309,136,395,110,394,354,356,361,140,355,115
142: 31,418,124,372,325,367,363,399,143,407,147
143: 399,407,142,367,363,147
144: 334,119,374,326,333,120,367,364,368
145: 371,122,337,421,370,377,330,150,146
146: 399,371,418,145,421,372,150,379
147: 152,148,142,372,373,333,367,153,143,380
148: 381,152,147,374,333,375,153
149: 381,369,375,131,382
150: 370,377,145,421,378,146,379
151: 386,133,346,338,40,34,380,163,379,156,134,436,157
152: 381,147,148,153,380,163,157
153: 374,333,154,130,373,40,39,380,381,152,147,148,388,157
154: 341,36,375,130,153,131,389,39,340,159,383,381,388,382
155: 379,156,384,385,378,414
156: 155,379,436,151,385,386
157: 387,388,153,151,40,38,39,380,152,163,134
158: 404,389,39,395,419,347,394,159,387,162,432
159: 404,389,158,154,383,390,382,432
160: 353,345,386,352,391,358,396,138,306,113,392
161: 398,397,353,139,396,392,162,393
162: 387,393,419,394,158,398,161
163: 379,134,436,151,380,152,157
164: 175,408,437,406
165: 46,426,43,190,166,411
166: 170,198,167,43,165,197,426
167: 166,198,44,191,192
168: 169,173,46,195,45
169: 168,173,437,46,196,426,174
170: 166,198,171,41,406,426
171: 172,170,198,44,41,176,177,54,8
172: 44,171,199,206,177,49,54
173: 169,168,46,196,50,178,174,45,244,203,202
174: 178,169,173,437
175: 180,52,164,408,437
176: 181,57,212,177,171,41,52,408,8,204,205,53
177: 176,182,181,206,212,172,171
178: 179,52,174,173,50,209,56,203,202,427
179: 178,183,180,52,56,60,80,203,210,211
180: 184,183,175,179,52,185,57,402,211
181: 176,182,185,57,212,177,58
182: 181,218,206,212,177,58,14,213,59
183: 184,179,180,402,217,60,211
184: 183,180,185,402
185: 181,57,409,58,402,184,180
186: 231,64,43,190,187
187: 225,188,43,186,231,191
188: 225,226,227,187,191,192,193,232
189: 69,411,229,195,223,64,63
190: 43,165,186,64,42,411
191: 48,192,232,43,197,198,167,231,188,187,42,47,65
192: 425,48,49,54,191,193,232,198,167,44,188
193: 425,66,67,72,192,232,226,227,188,233
194: 228,235,242,73,45,236,201
195: 168,46,45,69,189,411,236
196: 169,173,437,46,197,426,41,52,408,47,244,51,8
197: 46,196,426,43,166,198,42,47,48,191,8
198: 170,166,167,44,171,41,197,48,191,192,8
199: 172,206,49,77,200,207
200: 241,247,240,199,77,207
201: 208,22,50,194,242,73
202: 74,55,203,427,173,50,178,73
203: 15,74,55,56,252,80,210,202,173,178,179,52,51
204: 75,205,53,52,176,57,245,51,71,8,252,80
205: 14,75,17,204,246,53,176,57,212,54,71,8,76
206: 182,177,172,199,14,207
207: 214,82,199,206,77,200,247,14
208: 249,201,22,250,420,73,78,427
209: 50,178,215,427
210: 259,15,55,56,60,79,251,252,80,203,258,211,179
211: 259,60,80,210,183,179,180,57,402,217,16,61
212: 176,182,181,57,177,58,14,17,205,213,53
213: 14,219,17,246,253,182,212,58,59,82
214: 59,82,207
215: 56,427,441,209,250
216: 217,60,441,220
217: 216,183,402,259,60,211,61,220,221
218: 182,62,409,58,219,59
219: 429,260,213,253,218,62,58,59,254,261,86
220: 264,265,84,217,216,259,60,221
221: 222,266,217,259,85,61,220,265
222: 266,86,221,62,61
223: 269,230,64,275,63,189,229
224: 230,231,64,277,225,88,271,270
225: 226,88,188,187,224,231,277,422
226: 225,227,188,278,272,10,66,193,232,422
227: 226,188,278,233,279,67,193
228: 194,235,63,68,415,236
229: 9,69,189,416,223,230,64,63,68,19
230: 269,223,224,64,277,229,96,90,276,270
231: 186,224,64,277,43,225,187,42,96,65,191,422
232: 11,238,48,66,72,191,192,193,226,188,65
233: 279,227,425,67,193,234,240
234: 241,240,286,233,279,67,93,280
235: 228,194,281,73,68,431,94,236,243,288,22,290
236: 9,45,69,244,243,195,228,194,235,73,68
237: 9,42,69,47,1,244,51,416,46
238: 11,10,66,4,232,97,422,1,70,65
239: 11,104,72,98,77,293,241,247,14,246,103
240: 200,241,234,233,425,49,67,72,77
241: 200,295,234,247,240,286,104,72,98,77,239
242: 194,431,201,22
243: 9,94,291,236,244,235,73,68,290,74,3,78
244: 9,45,69,236,237,243,51,173,46,196,73,74
245: 12,1,51,0,4,71,76,13,252,75,204,5
246: 29,14,75,17,205,213,103,253,53,76,293,239,82
247: 200,295,241,77,239,103,248,255,82,430,207
248: 255,105,295,247
249: 256,208,22,298,405,420
250: 256,208,420,55,258,215,441,83
251: 259,79,258,210,107,305,299,417,6,85,403,265,307,108
252: 15,74,13,79,80,203,210,299,12,245,51,75,204
253: 29,219,17,302,246,260,213,103,81,254,82,430
254: 255,262,82,303,261,430,219,302,253,87,310
255: 254,248,105,82,303,430,247
256: 249,298,250,257,420,83,304
257: 256,298,420,107,305,417,83,263,304,106,111
258: 55,56,251,210,107,417,441,250
259: 60,79,251,210,211,217,16,85,61,220,265,221
260: 219,302,253,81,87,267,315,86,308,110
261: 254,262,219,87,267
262: 254,261,87,310
263: 403,311,84,257,305,417,83,111
264: 312,220,84
265: 403,312,220,307,259,251,6,85,266,116,221
266: 314,267,222,86,221,308,85,265
267: 266,315,86,308,260,87,261
268: 319,271,270,88
269: 223,230,275,276,270
270: 318,276,284,271,268,269,224,230,277
271: 284,268,270,224,277,88,272,18,2
272: 226,88,278,10,271,18,273,91
273: 121,321,320,278,272
274: 281,63,68,440,275,89,322,117
275: 269,223,274,63,117
276: 318,317,284,118,270,269,230,90,117,323,324
277: 224,230,231,225,96,70,90,422,271,270,2
278: 226,227,272,279,10,66,67,93,121,273,91,92
279: 233,227,278,67,93,234,121,280
280: 335,328,433,428,279,93,234,286,121
281: 235,274,68,415,431,440,94,288,89,282
282: 329,89,281,94,288,290,337,99,289,336
283: 292,124,332,324,95,70,90,20,2,32
284: 362,318,319,276,325,271,118,270,90,18,124,324,2
285: 92,20,33,2,119,326,32,70,10,97,91
286: 295,241,234,104,98,93,280,287,428
287: 335,296,412,428,295,286
288: 22,290,405,281,235,431,282,99,289
289: 99,297,343,336,288,405,282
290: 288,22,235,94,243,3,78,282,99,100
291: 9,12,94,95,243,0,3,292,19,101,100
292: 127,7,122,123,283,332,324,331,19,95,291,0,20,24,101
293: 11,104,4,98,76,239,97,5,246,103,434,339,21
294: 342,349,104,295,105,303,412,26,348
295: 241,247,286,104,248,105,296,287,412,294
296: 287,412,295,105
297: 350,99,343,289,304,298,405
298: 256,249,405,257,420,435,99,297,304,106
299: 15,27,13,79,251,252,107,6,300,102,108,112
300: 6,29,75,5,81,13,79,299,102,301,109
301: 135,28,30,109,25,110,354,6,29,302,300,81,308
302: 29,260,253,87,254,303,430,301,135,309,26,109,136,110
303: 254,255,105,430,302,309,26,136,349,294,310
304: 350,297,256,298,257,106,111
305: 251,107,417,257,403,311,263,307,106,112,111,306
306: 357,358,313,111,138,113,351,305,311,307,106,108,345,352,160,112
307: 403,311,312,265,251,305,6,116,108,313,306,113
308: 314,267,266,315,116,6,260,81,85,301,30,109,110,114
309: 136,141,110,302,87,303,356,310,115
310: 356,87,254,262,303,309,136,115
311: 403,263,312,307,84,305,357,313,111,306
312: 264,403,311,265,307,84,116,313,316
313: 358,306,113,311,312,307,116,359,316
314: 266,315,116,308,114,316
315: 314,267,308,260,87,110,361,114
316: 359,312,314,116,313
317: 318,276,118,365,322,117,323
318: 362,319,317,276,284,118,270
319: 362,318,325,284,268,18
320: 321,18,273,364,368,91,119,120
321: 121,273,320,424,120,327
322: 89,330,274,317,117,323
323: 31,371,117,122,324,317,276,118,365,89,322,330
324: 292,31,117,122,123,283,124,332,323,331,19,90,276,284,118
325: 362,319,284,118,18,364,142,124,119,367,363
326: 92,334,33,119,374,333,36,120,125,144,285,91
327: 328,433,376,321,424,334,120
328: 335,280,433,327,121
329: 370,282,377,330,337,336
330: 329,89,370,322,371,122,145,337,323
331: 292,31,127,34,7,122,123,124,332,324,372
332: 292,7,123,283,124,324,331,20,32
333: 33,119,374,326,32,144,367,153,124,373,147,148
334: 374,326,36,120,125,375,144,368,376,327,369
335: 280,287,328,433,376,412,428
336: 99,343,289,329,282,377,337,132
337: 127,122,145,94,329,89,282,377,330,336,100,132
338: 151,132,133,378,127,34,421,379
339: 129,20,33,21,4,293,97,5,434,24,25,340
340: 26,389,35,39,25,347,348,434,129,341,33,339,36,21,154,130
341: 36,154,131,126,389,340,348,342,383,390
342: 349,383,294,341,412,126,348
343: 350,99,297,289,336,384,344,23,132
344: 350,343,401,384,23,385,132,352,391,137
345: 108,353,37,23,386,133,346,352,160,112,423,438,306,113
346: 353,37,128,151,345,386,133,40,423,438,38,35,134
347: 135,389,28,35,39,395,25,340,394,354,158
348: 26,389,136,340,341,342,349,390,294
349: 356,342,390,294,105,303,136,348
350: 297,343,401,304,344,106,352,137,351
351: 357,111,138,306,350,106,352,137
352: 106,23,345,386,391,160,112,350,344,137,138,306,351
353: 345,386,346,160,423,139,38,28,419,396,113,161,392,134
354: 301,135,28,30,109,141,110,347,394,140
355: 361,140,141,115
356: 349,310,309,136,141,115
357: 358,111,138,306,351,311
358: 357,313,396,138,306,113,160
359: 360,397,413,316,439,116,313
360: 361,359,140,439
361: 360,140,114,355,315,141,115
362: 318,319,325,284,118,366,363
363: 362,325,364,142,367,143,407
364: 320,368,325,119,144,367,363
365: 317,118,366,31,371,418,323
366: 362,118,365,407
367: 119,333,144,325,364,142,124,363,143,147
368: 364,320,424,334,120,144,369
369: 149,368,424,334
370: 329,377,330,371,145,150
371: 418,145,323,365,370,330,146
372: 34,123,142,331,373,399,146,380,147
373: 34,7,372,129,333,153,40,380,147
374: 334,33,326,333,36,375,144,130,153,148
375: 334,374,36,154,131,381,149,148
376: 335,433,131,327,334,36
377: 329,370,145,337,421,336,384,132,378,150
378: 385,132,338,377,421,384,150,155,379
379: 163,155,156,421,151,378,338,150,146
380: 34,372,373,153,151,40,152,147,163,157
381: 149,152,148,154,375,153,388,382
382: 432,154,131,159,383,381,149
383: 342,390,341,154,131,159,382
384: 343,401,344,377,385,132,378,155
385: 386,132,133,391,378,384,344,155,156
386: 353,151,385,345,133,346,352,391,160,156,392,134
387: 162,157,393,38,419,158,134
388: 157,432,154,153,39,381
389: 39,395,340,347,348,158,159,341,154,390
390: 349,383,341,404,389,136,395,348,159
391: 385,386,352,160,401,344,137,138,414
392: 134,353,386,160,396,161,393
393: 387,162,161,392,134
394: 139,28,141,395,419,347,354,158,398,140,162
395: 404,389,136,141,347,394,158,390
396: 358,113,353,160,139,397,161,392
397: 398,359,413,161,410,139,396
398: 140,397,161,139,394,162
399: 143,407,146,418,142,372
401: 350,384,344,391,137,414
402: 185,184,183,180,217,211,61
403: 311,263,312,265,307,84,251,305,417
404: 395,158,159,390
405: 249,288,298,99,297,289
406: 437,170,41,164,408
407: 399,143,366,418,142,363
408: 175,52,164,437,196,406,41,176
409: 185,218,62,58
410: 397
411: 42,69,189,190,165,46,195,64
412: 335,296,287,126,428,104,295,342,294
413: 359,140,397,439,139,30,113
414: 401,391,155
415: 228,281,63,440
416: 9,42,95,69,229,1,237,96,65,64
417: 251,258,107,305,257,83,403,263
418: 31,371,142,365,399,407,146
419: 139,38,394,158,353,134,387,162
420: 256,249,208,298,250,257,55,78,107,435
421: 145,377,378,338,150,146,379
422: 238,10,231,277,225,226,96,70,65
423: 108,353,345,346,438,28,30,35,113
424: 321,368,120,327,369
425: 49,192,193,233,240
426: 165,169,46,196,197,170,166
427: 55,56,215,202,50,209,178,208
428: 335,280,287,433,412,126,104,286,21,125
429: 219,17,16,81,85,61,62,58,86
430: 254,255,82,303,247,302,103,253,26
431: 281,235,242,288,22
432: 388,382,158,159
433: 335,280,328,376,327,428,121,120,125
434: 29,5,103,104,293,339,21,26,25,340
435: 27,3,78,107,298,420,99,106,23
436: 163,156,134,151
437: 169,196,406,175,52,164,174,408
438: 102,24,108,37,128,345,346,423,35
439: 360,359,140,114,413,116,30
440: 281,274,415
441: 60,258,215,216,250,83
