id,total_volume,current_phase,dt,elapsed_time_in_phase
0.0,515.7418380361689,4.0,2370.0,264.00000000576256
2.0,519.9110434220804,4.0,2370.0,246.00000000536966
3.0,515.7418380361689,4.0,2370.0,264.00000000576256
4.0,519.9110434220804,4.0,2370.0,246.00000000536966
0.0,516.1728121459765,4.0,2380.0,276.0000000060245
2.0,520.1126410709137,4.0,2380.0,258.0000000056316
3.0,516.1728121459765,4.0,2380.0,276.0000000060245
4.0,520.1126410709137,4.0,2380.0,258.0000000056316
0.0,516.5800472447244,4.0,2390.0,288.0000000062864
2.0,520.3031721140109,4.0,2390.0,270.0000000058935
3.0,516.5800472447244,4.0,2390.0,288.0000000062864
4.0,520.3031721140109,4.0,2390.0,270.0000000058935
0.0,516.7751755820814,4.0,2400.0,294.0000000064174
2.0,520.3944797487502,4.0,2400.0,276.0000000060245
3.0,516.7751755820814,4.0,2400.0,294.0000000064174
4.0,520.3944797487502,4.0,2400.0,276.0000000060245
0.0,517.1492395610757,4.0,2410.0,306.00000000667933
2.0,520.5695447231221,4.0,2410.0,288.0000000062864
3.0,517.1492395610757,4.0,2410.0,306.00000000667933
4.0,520.5695447231221,4.0,2410.0,288.0000000062864
0.0,517.5027100815338,4.0,2420.0,318.00000000694126
2.0,520.7350062554391,4.0,2420.0,300.00000000654836
3.0,517.5027100815338,4.0,2420.0,318.00000000694126
4.0,520.7350062554391,4.0,2420.0,300.00000000654836
0.0,517.6720809767152,4.0,2430.0,324.00000000707223
2.0,520.8143023145575,4.0,2430.0,306.00000000667933
3.0,517.6720809767152,4.0,2430.0,324.00000000707223
4.0,520.8143023145575,4.0,2430.0,306.00000000667933
0.0,517.9967755642566,4.0,2440.0,336.00000000733417
2.0,520.9663419734043,4.0,2440.0,318.00000000694126
3.0,517.9967755642566,4.0,2440.0,336.00000000733417
4.0,520.9663419734043,4.0,2440.0,318.00000000694126
0.0,518.3036051070154,4.0,2450.0,348.0000000075961
2.0,521.1100470928435,4.0,2450.0,330.0000000072032
3.0,518.3036051070154,10.0,2450.0,0.0
4.0,521.1100470928435,4.0,2450.0,330.0000000072032
0.0,518.4506311360863,4.0,2460.0,354.00000000772707
2.0,521.1789186730524,4.0,2460.0,336.00000000733417
3.0,522.1812811361676,10.0,2460.0,6.000000000130967
4.0,521.1789186730524,4.0,2460.0,336.00000000733417
0.0,518.7324967701406,4.0,2470.0,366.000000007989
2.0,521.3109747661306,4.0,2470.0,348.0000000075961
3.0,532.0370463210753,10.0,2470.0,18.0000000003929
4.0,521.3109747661306,4.0,2470.0,348.0000000075961
0.0,518.9988636096891,4.0,2480.0,378.00000000825094
2.0,521.4357968262636,4.0,2480.0,360.00000000785803
3.0,544.1694617458018,10.0,2480.0,30.000000000654836
4.0,521.4357968262636,4.0,2480.0,360.00000000785803
0.0,519.1265043795526,4.0,2490.0,384.0000000083819
2.0,521.4956204002592,4.0,2490.0,366.000000007989
3.0,550.9176531382462,10.0,2490.0,36.0000000007858
4.0,521.4956204002592,10.0,2490.0,0.0
0.0,519.3712131814767,4.0,2500.0,396.00000000864384
2.0,521.6103310664389,4.0,2500.0,378.00000000825094
3.0,565.4850549792793,10.0,2500.0,48.00000000104774
4.0,529.8038202166337,10.0,2500.0,12.000000000261934
0.0,519.6024751839548,4.0,2510.0,408.0000000089058
2.0,521.7187622355241,4.0,2510.0,390.00000000851287
3.0,581.148023681933,10.0,2510.0,60.00000000130967
4.0,540.7057646724452,10.0,2510.0,24.00000000052387
0.0,519.7132972492042,4.0,2520.0,414.00000000903674
2.0,521.7707317008715,4.0,2520.0,396.00000000864384
3.0,589.2820379347181,10.0,2520.0,66.00000000144064
4.0,546.941329836984,10.0,2520.0,30.000000000654836
0.0,519.9257679835004,4.0,2530.0,426.0000000092987
2.0,525.6010352175941,10.0,2530.0,6.000000000130967
3.0,605.9719480193071,10.0,2530.0,78.00000000170257
4.0,560.6604356066666,10.0,2530.0,42.00000000091677
0.0,520.1265713393965,4.0,2540.0,438.0000000095606
2.0,535.2691367912132,10.0,2540.0,18.0000000003929
3.0,623.0184774847627,10.0,2540.0,90.00000000196451
4.0,575.6783841526565,10.0,2540.0,54.000000001178705
0.0,520.2228003325077,10.0,2550.0,0.0
2.0,540.9967406685965,10.0,2550.0,24.00000000052387
3.0,631.6090342395323,10.0,2550.0,96.00000000209548
4.0,583.5552867296535,10.0,2550.0,60.00000000130967
0.0,528.600787536315,10.0,2560.0,12.000000000261934
2.0,553.8874683592287,10.0,2560.0,36.0000000007858
3.0,648.8137973193252,10.0,2560.0,108.00000000235741
4.0,599.8430277669819,10.0,2560.0,72.0000000015716
0.0,539.5686745642515,10.0,2570.0,24.00000000052387
2.0,568.2920095891191,10.0,2570.0,48.00000000104774
3.0,665.9272685644708,10.0,2570.0,120.00000000261934
4.0,616.6151742086857,10.0,2570.0,84.00000000183354
0.0,545.8358361942388,10.0,2580.0,30.000000000654836
2.0,575.9311956623725,10.0,2580.0,54.000000001178705
3.0,674.4107327381466,10.0,2580.0,126.00000000275031
4.0,625.1093048953608,10.0,2580.0,90.00000000196451
0.0,559.6155126821368,10.0,2590.0,42.00000000091677
2.0,591.8613707532031,10.0,2590.0,66.00000000144064
3.0,691.1673052353412,10.0,2590.0,138.00000000301225
4.0,642.1903954381017,10.0,2590.0,102.00000000222644
0.0,574.6906972825481,10.0,2600.0,54.000000001178705
2.0,608.409931468135,10.0,2600.0,78.00000000170257
3.0,707.5745498197151,10.0,2600.0,150.00000000327418
4.0,659.2582242631107,10.0,2600.0,114.00000000248838
0.0,582.5950254514352,10.0,2610.0,60.00000000130967
2.0,616.8348482804477,10.0,2610.0,84.00000000183354
3.0,715.625876923275,10.0,2610.0,156.00000000340515
4.0,667.7434383002189,10.0,2610.0,120.00000000261934
0.0,598.9353432588662,10.0,2620.0,72.0000000015716
2.0,633.8494512091213,10.0,2620.0,96.00000000209548
3.0,731.3904863846096,10.0,2620.0,168.00000000366708
4.0,684.5445818750802,10.0,2620.0,132.00000000288128
0.0,615.7571740143944,10.0,2630.0,84.00000000183354
